Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Lithuania,LTU,"Population ages 0-14, total",SP.POP.0014.TO,754237,770323,785931,797315,805411,812328,819993,828983,838730,845787,849623,853530,853769,847909,838655,828683,819506,811915,805402,799444,795564,793534,793008,795846,800873,805979,811873,819299,824803,830326,834376,833761,830031,820767,806492,790640,774997,758846,740548,720420,698286,670755,640252,612172,586351,559347,532864,509141,489598,475823,462183,449182,440262,433261,427685,424509,422838,421680,421542,422197,422459,423207,426133,427497
Luxembourg,LUX,"Population ages 0-14, total",SP.POP.0014.TO,66664,68140,69735,71104,72535,74019,75071,75559,75668,75632,75374,75191,74723,74229,74101,73735,72862,71731,70759,69619,68380,67356,66269,65048,63957,63094,62621,62705,63408,64687,66301,68024,69807,71700,73571,75310,76848,78318,79818,81377,82643,83500,84171,84782,85474,86147,86865,87510,88158,88795,89512,89980,90612,91903,93166,94337,95169,96502,97846,99320,100706,101996,103705,105429
Latvia,LVA,"Population ages 0-14, total",SP.POP.0014.TO,471394,483105,492149,498182,501375,502350,501717,501883,504644,507169,509105,511789,514499,515738,516007,516116,514765,512957,511495,511708,515179,520201,526132,533336,540613,546896,553048,560014,567386,571769,571637,569801,560464,544250,528981,513684,497291,479247,458825,438005,418268,398120,378416,360820,344542,330027,318601,310378,305773,302387,297377,293319,292197,293299,296004,298946,301879,304393,305125,305067,304031,301595,299310,294610
"Macao SAR, China",MAC,"Population ages 0-14, total",SP.POP.0014.TO,69532,70126,71713,72565,111551,145295,135409,125632,116099,106956,102008,91215,78990,99519,126955,113944,101324,89390,79307,71203,64291,60944,62497,66068,69509,71385,73235,76460,76789,77212,80358,85246,91396,96070,99982,103225,104221,103583,102776,101120,98055,94168,90130,85944,82512,80406,79558,78137,76531,71830,68460,67449,69656,74185,79637,84033,86667,87406,90683,94826,98509,98339,96689,95674
St. Martin (French part),MAF,"Population ages 0-14, total",SP.POP.0014.TO,1968,2046,2120,2192,2258,2309,2364,2441,2525,2605,2687,2769,2853,2934,3013,3084,3144,3195,3235,3259,3259,3236,3378,3744,4175,4664,5222,5857,6563,7311,7937,8358,8660,8876,9008,9056,9010,8866,8618,8544,8735,8966,9203,9445,9682,9892,10055,10158,10180,10100,10050,10110,10180,10180,10071,9897,9677,9347,8527,6901,6160,6321,6052,5814
Morocco,MAR,"Population ages 0-14, total",SP.POP.0014.TO,5213821,5415353,5620122,5821339,5998742,6174092,6358835,6543234,6723010,6897530,7069178,7233720,7394028,7553562,7708611,7860541,8007287,8151859,8299270,8451953,8616429,8790032,8965594,9138142,9298327,9439843,9552751,9637680,9705819,9758004,9797124,9822749,9835807,9829306,9799256,9772694,9753894,9731960,9712611,9693676,9673928,9651736,9620038,9578988,9531766,9484752,9447219,9425668,9423230,9441264,9481931,9536739,9589228,9633491,9674756,9713362,9751243,9792982,9831933,9860804,9877421,9876936,9856478,9818525
Monaco,MCO,"Population ages 0-14, total",SP.POP.0014.TO,3164,3010,2968,3099,3235,3322,3337,3251,3244,3397,3508,3563,3593,3541,3428,3455,3619,3738,3795,3776,3686,3527,3467,3600,3766,3892,3981,4030,4037,3962,3892,3947,4059,4157,4241,4322,4390,4437,4457,4414,4360,4399,4485,4534,4546,4518,4438,4313,4226,4271,4380,4462,4512,4533,4529,4511,4542,4618,4692,4781,4869,4926,5022,5134
Moldova,MDA,"Population ages 0-14, total",SP.POP.0014.TO,710230,734638,754477,767788,773946,774504,771786,766929,760944,754509,747321,739584,732057,725064,717964,711362,706457,703849,704468,715240,728720,736655,745443,756099,768733,782629,797421,810550,821466,826971,825802,822200,817264,810601,801022,788108,774996,757565,738110,713799,686694,657608,628105,599831,576006,557725,542870,529746,517824,507933,500734,496580,495740,498556,507330,517052,524678,527531,527779,526968,526825,522955,509416,491365
Madagascar,MDG,"Population ages 0-14, total",SP.POP.0014.TO,2312174,2402189,2491882,2579417,2654822,2719529,2785510,2855363,2929705,3008981,3094054,3185455,3282489,3384259,3490555,3601686,3718098,3840098,3967689,4099808,4233841,4366714,4498345,4629001,4758123,4886146,5010544,5133027,5259505,5392271,5533217,5682558,5838598,6003269,6179557,6370041,6576947,6798233,7030976,7269244,7505384,7740653,7975020,8205184,8432445,8656646,8878135,9100283,9323636,9546984,9764089,9964756,10148778,10323803,10496491,10671967,10854415,11047771,11254304,11471539,11694094,11916486,12134160,12344896
Maldives,MDV,"Population ages 0-14, total",SP.POP.0014.TO,34539,35694,37069,38676,40551,43499,47255,50322,52480,54335,56232,58124,59939,61613,63326,65341,67504,69497,71481,73592,75732,77852,79844,81627,83556,86487,90369,94434,98293,101917,105567,109122,112227,114710,116510,117670,118137,117927,117062,115513,113360,110864,108291,105683,103008,100323,97869,95765,94069,92980,92595,92909,93898,95422,97319,99375,101283,102945,104419,105693,106666,107193,106825,105457
Middle East & North Africa,MEA,"Population ages 0-14, total",SP.POP.0014.TO,44361517,45857280,47381103,48944500,50490168,52007795,53569855,55198959,56810675,58442136,60102651,61770471,63459460,65199765,66972798,68952532,71157896,73345128,75519958,77843701,80338517,82993682,85711385,88472863,91358927,94280738,97195781,100066520,102800412,105415573,108504588,110520848,112589942,114289885,115550108,116380504,116919520,117199052,117226354,117109943,117022443,116966915,116817003,116769177,116981510,117404530,117930149,118557900,119660172,121237241,122699918,124846208,127336985,130376634,133385329,136439396,139194860,141553175,143533581,145202319,146856651,147632289,148827468,149758206
Mexico,MEX,"Population ages 0-14, total",SP.POP.0014.TO,17186012,17801228,18438862,19089491,19760296,20464626,21193797,21938300,22699275,23471586,24249169,25027070,25796680,26551886,27287018,27990608,28653209,29271679,29848091,30371082,30825584,31115266,31273765,31427197,31575317,31725244,31872137,32003839,32127804,32240306,32331326,32425616,32552953,32724774,32924612,33129161,33318194,33478339,33625200,33752871,33848367,33913134,33954505,33981498,33977074,33933001,33872026,33832623,33824250,33824391,33828143,33852977,33898672,33944327,33952289,33873311,33717237,33522674,33321448,33134488,32947840,32756119,32553679,32328517
Marshall Islands,MHL,"Population ages 0-14, total",SP.POP.0014.TO,6785,7109,7423,7728,8008,8260,8465,8715,9149,9655,10136,10654,11177,11635,12093,12596,13118,13666,14237,14819,15423,16089,16803,17532,18294,19093,19914,20742,21495,22038,22394,22638,22766,22772,22673,22493,22262,22003,21724,21489,21312,21110,20866,20621,20410,20274,20239,20290,20381,20491,20641,20622,20254,19674,19003,18281,17564,16862,16151,15441,14755,14241,13874,13475
Middle income,MIC,"Population ages 0-14, total",SP.POP.0014.TO,803933170,816149599,835993507,864948151,893219122,918403315,943162535,965163785,987239766,1010892034,1033810937,1056765145,1077981763,1099037281,1121745762,1144038042,1165431457,1181535119,1189861408,1197789461,1208461836,1220707949,1235907009,1249993532,1262019343,1275063025,1289696451,1306509440,1323663447,1341318777,1361537860,1379664663,1395635662,1410243403,1422688358,1432813077,1440444389,1444958633,1447884000,1449874785,1450424711,1449344622,1445973996,1442059236,1438210702,1433600323,1431148264,1432197974,1435591847,1440609048,1446414939,1453090527,1461589409,1470758963,1479738793,1487041564,1493456843,1500097966,1504730334,1506710324,1505471933,1501047953,1493716179,1484076599
North Macedonia,MKD,"Population ages 0-14, total",SP.POP.0014.TO,541664,549850,553603,554247,555178,556540,557583,557821,558053,558040,557895,558702,560220,561549,562014,562699,564648,567257,568674,569408,570090,570018,569347,568138,566736,565253,563323,561288,559785,557748,554463,544642,529527,515867,508566,506923,504917,494483,489780,482935,474549,466271,454205,447503,437819,426064,414603,404423,394865,385148,376438,368974,362517,357284,351576,345111,339012,333135,327793,323506,319471,316388,315032,311969
Mali,MLI,"Population ages 0-14, total",SP.POP.0014.TO,2176853,2212481,2247957,2285138,2325956,2367059,2407779,2450625,2495983,2543587,2593758,2646790,2703164,2763621,2828107,2896621,2969081,3045696,3126592,3212605,3303917,3398861,3496246,3595153,3694816,3794975,3896101,3997112,4097949,4198977,4298053,4396546,4496273,4596611,4697440,4796331,4894372,4998564,5114273,5244199,5386432,5538209,5702434,5881176,6075506,6286994,6510860,6744531,6989852,7245906,7515217,7795949,8077213,8358826,8641606,8922944,9205542,9488312,9765029,10024540,10274845,10529967,10786476,11043184
Malta,MLT,"Population ages 0-14, total",SP.POP.0014.TO,116845,113937,110805,107659,104582,101207,97549,93929,90220,86576,83727,81533,79415,77439,75637,74646,73739,73042,73140,73531,74245,75009,77068,78678,79190,80983,82359,82536,82639,82777,82807,84143,84092,84018,83678,82990,82100,80987,79720,78446,77226,76119,74950,73519,71859,70138,68309,66549,65159,64083,63000,62038,61628,61688,62326,63332,64457,65660,66866,68325,68708,68583,70220,72696
Myanmar,MMR,"Population ages 0-14, total",SP.POP.0014.TO,8669306,8935766,9206971,9483877,9740008,9970490,10195976,10418270,10638190,10856505,11073784,11289288,11502312,11709524,11909711,12105796,12298291,12487709,12674932,12858828,13036483,13207649,13380640,13568036,13762380,13940516,14087280,14198905,14279559,14346105,14409448,14465374,14512591,14549597,14574282,14586264,14587625,14571207,14528004,14464721,14400995,14356579,14338000,14331493,14310275,14265086,14204121,14136495,14031347,13921922,13846838,13774823,13706204,13644010,13588855,13539957,13494831,13445223,13395262,13357102,13331401,13312771,13293027,13271294
Middle East & North Africa (excluding high income),MNA,"Population ages 0-14, total",SP.POP.0014.TO,41970683,43382383,44796337,46247298,47673701,49075214,50526278,52022972,53514520,55011779,56524866,58043109,59581628,61142601,62735501,64531334,66538838,68511749,70458762,72534867,74771663,77165282,79609324,82082037,84673658,87286021,89881425,92425011,94841940,97153218,100164773,102014858,103730030,105185941,106223668,106832343,107151061,107223154,107073698,106800090,106492838,106178786,105826366,105623490,105714635,106027926,106428807,106888353,107794595,109171880,110801135,112700604,114894468,117479598,120187911,122727813,125039083,127138192,129028872,130566656,131816656,132846957,133692247,134383609
Montenegro,MNE,"Population ages 0-14, total",SP.POP.0014.TO,173662,178436,182814,186001,187450,186963,184563,180578,175596,170739,167050,164943,164082,163933,163889,163578,162868,161764,160435,159413,159045,159065,159276,159739,160036,159911,159332,158334,157105,155944,155021,153942,152457,150811,148961,146842,144407,141614,138562,135518,132704,130867,129212,127741,126334,125065,123680,122257,121053,120118,119085,117843,116841,116231,115964,115771,115457,115089,114711,114560,114557,114472,114008,112962
Mongolia,MNG,"Population ages 0-14, total",SP.POP.0014.TO,372095,392106,412349,432946,455190,479139,504057,528823,552322,572699,590706,608513,626116,643338,659982,676043,691696,706765,720130,731786,743343,755509,768255,781704,796121,811885,829384,848674,868924,884995,867869,886961,878222,866497,864808,866766,867256,865241,860744,852945,840164,823741,806870,789793,772547,757508,746708,741263,742533,751148,765137,780531,798915,824778,857344,893892,933042,973167,1013960,1055624,1090185,1113953,1129180,1136158
Northern Mariana Islands,MNP,"Population ages 0-14, total",SP.POP.0014.TO,4420,4563,4726,4899,5070,5237,5391,5411,5214,4956,4997,5410,5931,6384,6611,6665,6691,6708,6729,6765,6970,7343,7677,7937,8165,8412,8720,9097,9533,9991,10583,11328,12065,12759,13442,14128,14731,15167,15446,15575,15741,15999,16166,16208,16143,15984,15739,15420,15053,14659,14329,14078,13827,13560,13291,13011,12702,12354,11958,11508,11169,10912,10574,10196
Mozambique,MOZ,"Population ages 0-14, total",SP.POP.0014.TO,2751659,2813326,2885656,2961143,3040146,3124322,3210491,3297456,3386044,3475904,3568874,3671978,3788212,3914310,4049150,4194769,4353755,4531890,4732794,4950588,5130157,5271043,5408788,5532429,5648079,5756924,5859039,5883971,5867719,5904479,5980109,6089754,6200359,6383362,6802141,7188211,7397917,7595760,7780196,7971727,8168710,8369176,8572054,8778420,8989928,9207389,9431549,9667146,9926682,10215885,10524078,10840167,11160339,11483909,11806637,12130216,12462969,12808633,13166481,13533581,13909432,14293679,14680067,15053370
Mauritania,MRT,"Population ages 0-14, total",SP.POP.0014.TO,344916,353577,363011,373544,385986,400684,416848,433779,451308,469344,487772,506401,525117,543893,562725,581529,600358,619330,638392,657430,676537,695947,715610,735512,755790,776462,797448,818932,841086,863256,886110,910240,936950,966072,996086,1025479,1052353,1078237,1103859,1129328,1155508,1182230,1209475,1237804,1267625,1299249,1332882,1368700,1404888,1443123,1487439,1538295,1594444,1649625,1702111,1755060,1808152,1861093,1913517,1965065,2015584,2065076,2113702,2161462
Mauritius,MUS,"Population ages 0-14, total",SP.POP.0014.TO,304610,306178,315893,324051,330018,334576,337971,340480,342313,343428,343728,343206,341404,338360,335222,332682,330569,328677,325939,325046,324626,324251,323529,322090,321511,320809,320278,319624,318356,316882,315147,314356,313990,312883,311890,308792,306342,305174,303722,303739,303632,302724,301336,299638,297106,293744,288990,283321,276869,270157,263767,257556,252548,248514,243784,238201,232496,226567,220180,213601,207052,201121,195382,190723
Malawi,MWI,"Population ages 0-14, total",SP.POP.0014.TO,1562828,1595116,1630108,1671803,1718166,1768170,1822998,1879382,1937281,1996675,2057223,2119121,2182766,2248373,2316310,2387375,2462651,2543207,2632401,2732190,2841668,2958537,3080542,3206152,3333776,3463488,3593192,3742860,3935341,4147301,4334982,4490250,4641988,4726614,4683821,4683801,4779529,4877945,4989260,5107264,5224514,5347330,5476505,5611016,5754682,5911273,6078273,6254870,6447639,6651459,6853564,7052101,7243878,7426627,7599661,7761808,7912579,8053192,8185131,8308295,8422635,8527467,8625173,8719545
Malaysia,MYS,"Population ages 0-14, total",SP.POP.0014.TO,3615762,3748207,3876253,3998231,4113453,4211677,4292534,4362138,4422291,4477781,4530978,4583219,4633191,4682382,4732192,4781718,4832118,4884234,4938552,4997423,5083871,5202102,5335017,5480624,5637514,5806504,5983590,6161274,6332336,6491264,6638103,6769739,6887516,7006428,7134145,7267380,7402284,7535058,7661468,7766566,7847676,7922229,7991092,8045577,8081628,8100923,8110175,8110461,8093296,8051242,8006660,7991850,8000867,8015650,8034304,8063279,8106987,8154940,8186872,8184289,8120287,8019777,7922255,7828946
North America,NAC,"Population ages 0-14, total",SP.POP.0014.TO,62546219,63898301,64703733,65313062,65878310,66232637,66336632,66194470,65831659,65370439,64994799,64644721,63806633,62704431,61538691,60424426,59289550,58306545,57516217,56901392,56493075,56380329,56458191,56597228,56680351,56691085,56775227,57137994,57790081,58634985,59601616,60734829,61864806,62793951,63510046,64019917,64409766,64752006,65046797,65347741,65620830,65809463,65924455,65942936,65937203,65844927,65826068,65949712,66179074,66398548,66579953,66716063,66904481,67063194,67233556,67360757,67468176,67494213,67373910,67119190,67024145,66283397,65658366,65072820
Namibia,NAM,"Population ages 0-14, total",SP.POP.0014.TO,249792,255678,262015,269001,276390,284190,292610,301552,311037,321092,331752,343035,354983,367551,380707,394415,408265,421973,434478,446122,457373,467227,476751,486636,496600,506911,517733,529136,541548,558950,579090,597673,616715,636428,656113,674441,690962,707184,723880,740304,755137,766763,774137,777141,777127,774414,770517,768254,768242,770909,776898,787303,804102,824558,845046,866819,891384,919178,949193,980038,1013448,1049874,1082840,1105007
New Caledonia,NCL,"Population ages 0-14, total",SP.POP.0014.TO,30567,31773,32990,34170,35326,36478,37655,38865,40097,41474,43422,45837,48293,50750,53174,55503,57089,57679,57919,58085,58154,58113,57969,57894,57813,57540,57213,56915,56670,57322,58382,59067,59820,60526,61172,61786,62437,63303,64295,65283,66386,67413,68171,68600,68799,68750,68401,68038,67752,67552,67614,67928,68344,68829,69085,68530,67391,66238,65100,64084,63379,62831,62483,62398
Niger,NER,"Population ages 0-14, total",SP.POP.0014.TO,1716418,1763145,1813541,1866571,1920322,1973562,2026047,2078779,2131688,2184840,2238587,2292442,2347045,2403307,2461138,2520992,2583460,2649437,2720575,2797861,2880879,2968448,3059244,3153061,3249543,3348573,3449918,3553570,3659325,3767372,3879948,3997705,4120787,4250103,4386660,4533095,4690855,4860253,5042929,5238751,5446375,5666102,5897795,6142096,6399568,6669084,6949833,7241580,7543386,7854127,8172022,8494292,8820329,9148868,9478189,9808698,10138834,10463771,10780654,11088877,11389019,11682874,11979311,12286170
Nigeria,NGA,"Population ages 0-14, total",SP.POP.0014.TO,18532593,18905244,19315165,19777866,20285731,20806616,21333540,21874481,22442124,23043825,23674112,24341257,25052771,25813262,26636750,27530754,28492486,29520828,30612806,31749114,32910779,34089431,35281448,36373140,37453294,38615245,39738085,40826063,41900122,42971197,44026309,45054545,46073548,47093237,48127315,49206030,50326717,51471131,52639383,53885996,55276388,56803490,58436663,60157753,61943360,63796150,65726440,67719127,69775007,71885433,74021210,76179768,78344547,80481604,82561774,84506985,86272927,87872868,89299335,90553942,91645439,92644833,93617232,94553713
Nicaragua,NIC,"Population ages 0-14, total",SP.POP.0014.TO,848239,878469,909220,939531,968200,996008,1024647,1054524,1085726,1118172,1151800,1186651,1220096,1254586,1292709,1331848,1372163,1413700,1455465,1497256,1539925,1582931,1625472,1667208,1707728,1746883,1784484,1820440,1854731,1887127,1917459,1945744,1971479,1994262,2013783,2029738,2038372,2039586,2036636,2031138,2024492,2015324,2003314,1989743,1976290,1965780,1961416,1960804,1960623,1961244,1963048,1965346,1968068,1971558,1975296,1979024,1983240,1988381,1993119,1996099,1997314,1997041,1995433,1992759
Netherlands,NLD,"Population ages 0-14, total",SP.POP.0014.TO,3443730,3453424,3439918,3439860,3453323,3474373,3494159,3508204,3519535,3537561,3557883,3569308,3566495,3544344,3505993,3463981,3412434,3348331,3282711,3217669,3160671,3105890,3041920,2972178,2897149,2827914,2776793,2743127,2727113,2727563,2744827,2772650,2801708,2829715,2855332,2872866,2885084,2902264,2928604,2958900,2988967,3014656,3029905,3037314,3035038,3017688,2990674,2964089,2944161,2930723,2920884,2911136,2895130,2870578,2844209,2818506,2795789,2777581,2757097,2739427,2724285,2715339,2717277,2712186
Norway,NOR,"Population ages 0-14, total",SP.POP.0014.TO,928451,924156,918821,916458,917737,921586,927074,933022,938459,944582,949071,951765,955032,956806,956045,953450,948147,940131,930475,918931,905676,891708,877582,862284,845508,830748,818272,807857,802401,801059,803314,809835,819346,830160,840135,849288,858771,868299,877680,888574,898583,904371,908329,910458,909950,908091,906404,906678,909818,914992,919734,922665,925502,929021,931586,932960,935560,938337,936956,932546,925863,918792,916042,911106
Nepal,NPL,"Population ages 0-14, total",SP.POP.0014.TO,4118493,4196338,4274002,4348049,4426124,4512618,4603415,4698799,4799659,4905000,5014988,5130581,5250737,5372398,5499170,5632337,5768044,5907565,6052472,6202147,6354744,6510539,6670553,6835890,7006378,7180315,7356029,7534528,7720306,7912062,8109432,8314513,8530633,8755279,8982668,9211572,9427049,9615524,9779739,9924752,10051613,10157130,10235883,10287375,10312211,10307055,10269664,10203855,10108181,9985059,9843318,9694497,9556216,9428381,9307328,9194607,9086050,8980309,8879657,8791283,8711984,8654135,8598828,8526401
Nauru,NRU,"Population ages 0-14, total",SP.POP.0014.TO,1604,1679,1776,1905,2068,2252,2380,2426,2616,2854,2876,2793,2706,2615,2523,2436,2356,2287,2257,2282,2363,2498,2671,2842,2987,3125,3274,3430,3594,3771,3960,4143,4262,4290,4270,4235,4186,4129,4070,4011,3955,3903,3851,3795,3735,3675,3620,3578,3561,3584,3646,3744,3872,3996,4100,4189,4254,4299,4318,4356,4423,4482,4523,4534
New Zealand,NZL,"Population ages 0-14, total",SP.POP.0014.TO,778025,797821,818795,833786,849410,860661,872434,884422,888853,892150,897438,903290,910923,917869,923477,927064,919984,904725,885406,863194,846843,833914,825656,819761,810379,800243,785987,779415,770996,768530,774597,810309,815051,824475,835506,847284,859675,869745,875728,877353,878069,876691,883056,890221,892396,890220,890112,891745,895479,901173,907676,910122,909044,907387,910808,916274,925476,936408,946446,954320,968106,964028,953859,959731
OECD members,OED,"Population ages 0-14, total",SP.POP.0014.TO,244231084,247957987,250344992,252494831,254902626,257222526,259218202,261013711,262713202,264210661,265378287,266898274,267807090,268194185,268191142,267791907,266939214,265995589,264977013,263883077,262979562,262342698,261580836,260645534,259464244,258067637,256632301,255404466,254658343,254325065,254224166,254468738,254860097,255222331,255208680,254793863,254171156,253500712,252767222,252146185,251533085,250887236,250211824,249481695,248608369,247532033,246534567,245735258,245553623,245441874,245325197,244972753,244710328,244413097,244160266,243826231,243564005,243285321,242832689,242097184,241201797,238992563,237148917,234866799
Oman,OMN,"Population ages 0-14, total",SP.POP.0014.TO,220398,224365,229100,235723,244179,253032,262071,271685,281866,292600,303879,315707,328097,341042,355003,370332,387056,405386,425560,447731,471971,498409,526885,557141,589026,623484,657923,688997,717085,742569,765706,786449,804443,818883,831159,841122,846595,847635,845343,840994,834955,827331,818485,808743,798869,788460,777668,768699,763285,762853,768322,783391,806996,841460,886225,931086,971771,1010935,1052098,1101226,1155777,1202097,1240306,1273818
Other small states,OSS,"Population ages 0-14, total",SP.POP.0014.TO,1993490,2031155,2073252,2112117,2146373,2178564,2209287,2236838,2262169,2286116,2310198,2337744,2368503,2397555,2424250,2453022,2485216,2520473,2556804,2596765,2640890,2688318,2738632,2789929,2842401,2899924,2961895,3026148,3091406,3160269,3233079,3289247,3305930,3314293,3338339,3347477,3358656,3368915,3371817,3314825,3265484,3284354,3307172,3312434,3302610,3297262,3299674,3304548,3306342,3309650,3314520,3304869,3302897,3314451,3337821,3353710,3360061,3371079,3370326,3367966,3360116,3353624,3353134,3354082
Pakistan,PAK,"Population ages 0-14, total",SP.POP.0014.TO,18884995,19428991,20022255,20692890,21457178,22268823,23086501,23911117,24737887,25563527,26391009,27196906,28010488,28862470,29726238,30606443,31510729,32449347,33432913,34486161,35662532,36956017,38322449,39744453,41205721,42724842,44316089,45968110,47668140,49403321,51178216,52977605,54747733,56486277,58199282,59857724,61428701,62894884,64283956,65654350,67033314,68351239,69532827,70615983,71617551,72526743,73463183,74538901,75733993,77020429,78381577,79737391,81013807,82198384,83271014,84224579,85083359,85959934,86909037,87908959,88971255,90009369,90924189,91670867
Panama,PAN,"Population ages 0-14, total",SP.POP.0014.TO,497851,514367,531648,549622,567758,585732,603723,621550,639002,656129,673093,689869,706211,721800,736397,749786,761799,772471,781959,790716,799201,807608,816180,825151,834350,843293,851807,860058,868304,876798,885788,895030,904344,913924,923538,932974,942140,950876,959068,966885,974632,982451,990414,998565,1007043,1015424,1023664,1032243,1041134,1050151,1059167,1068544,1078161,1087462,1096457,1105292,1113841,1121791,1128533,1132456,1132987,1131677,1129680,1127003
Peru,PER,"Population ages 0-14, total",SP.POP.0014.TO,4475520,4626520,4773441,4916405,5060203,5205091,5352357,5502001,5654157,5808587,5946958,6081646,6227707,6376512,6527825,6675216,6819581,6963693,7108985,7253073,7397906,7542445,7682365,7818804,7953460,8086421,8214324,8336223,8454951,8570344,8681327,8784811,8880847,8969673,9043891,9102667,9151974,9193028,9224879,9241106,9234495,9200471,9142675,9071169,8996268,8918072,8833516,8747655,8662640,8583227,8515262,8465851,8431568,8404352,8385760,8378039,8393284,8408711,8414356,8406857,8375049,8335508,8290236,8244170
Philippines,PHL,"Population ages 0-14, total",SP.POP.0014.TO,13498842,14042161,14582244,15099867,15578871,16045792,16516310,16970038,17402859,17815435,18208446,18574334,18912682,19219211,19498109,19763245,20027775,20309258,20618716,20949423,21291080,21647505,22040048,22487088,22973427,23474244,23985283,24527864,25106632,25693952,26288859,26879898,27445320,27969875,28465270,28965700,29467413,29944749,30391975,30813090,31202761,31572749,31918167,32229344,32518857,32783358,33035967,33318015,33629486,33961443,34302259,34618556,34910684,35164376,35337890,35324257,35150336,34961486,34794803,34652387,34389107,33945722,33426891,32867555
Palau,PLW,"Population ages 0-14, total",SP.POP.0014.TO,4385,4603,4811,4996,5160,5304,5428,5450,5365,5269,5281,5436,5611,5722,5700,5590,5474,5348,5212,5066,4919,4819,4780,4777,4800,4846,4835,4754,4688,4638,4601,4590,4612,4661,4735,4821,4860,4840,4786,4691,4628,4650,4704,4757,4800,4739,4553,4351,4169,4004,3856,3723,3602,3561,3601,3615,3584,3543,3504,3462,3423,3388,3342,3287
Papua New Guinea,PNG,"Population ages 0-14, total",SP.POP.0014.TO,866195,893392,919478,945688,971813,998251,1025855,1054539,1083994,1115023,1147155,1179624,1209566,1235652,1259449,1281223,1301049,1318948,1335092,1349665,1363269,1381396,1404732,1429513,1455850,1483548,1512451,1541998,1572016,1603936,1641602,1686999,1737962,1791902,1847503,1904380,1963017,2023858,2085734,2148895,2213635,2277980,2341823,2405608,2468821,2532791,2598403,2664404,2730201,2795856,2861901,2926874,2989253,3049742,3108209,3164580,3218509,3269324,3317424,3363356,3405974,3445162,3480824,3512136
Poland,POL,"Population ages 0-14, total",SP.POP.0014.TO,9897949,10001163,10003819,9973910,9919015,9791272,9606163,9425183,9238359,9037710,8780093,8541984,8386625,8262704,8192036,8180642,8229371,8311475,8384646,8482435,8627892,8783644,8953223,9144227,9331741,9490147,9601221,9653538,9640457,9588888,9516844,9422439,9310228,9173820,9011515,8813252,8592999,8354015,8076316,7793905,7438293,7166968,6921913,6692395,6481550,6290710,6116465,5974662,5879297,5780450,5734337,5773694,5764464,5746485,5736787,5735555,5746737,5774891,5813440,5855158,5870109,5718125,5642475,5538604
Pre-demographic dividend,PRE,"Population ages 0-14, total",SP.POP.0014.TO,80544773,82621707,84861987,87294451,89880717,92567939,95340340,98201919,101164775,104235553,107448284,110811894,114306853,118020604,121892797,125856586,129950829,134176646,138686457,143395935,147880260,151892780,156117250,160770712,165580656,170458441,175280589,180093001,184817506,189747899,194600051,199300519,204665277,210852601,217307094,223639989,229806586,236059481,242545805,249195828,255949400,263040393,270827635,278890491,286907906,295266451,303731579,311990213,320752864,330011640,339295064,348745744,358526359,368496129,378394835,387964378,397221665,406326430,415246220,423958604,432475969,440680032,448502934,456225959
Puerto Rico,PRI,"Population ages 0-14, total",SP.POP.0014.TO,997950,997451,999554,1005344,1012027,1017107,1019814,1018491,1014677,1011313,1007680,1004038,1004723,1009406,1015505,1020757,1025386,1028148,1028019,1026887,1023425,1017257,1011852,1007325,1002841,997820,991656,984942,978502,971870,964962,956545,947158,940046,933951,928183,925962,923014,917341,911129,902514,892766,881268,867528,851740,833515,812493,790292,768652,748523,727307,698065,667494,637222,603997,570735,537544,508825,471345,447741,439013,418480,398270,384839
"Korea, Dem. People's Rep.",PRK,"Population ages 0-14, total",SP.POP.0014.TO,4393484,4437710,4488962,4585554,4715234,4850229,5056290,5351664,5635373,5872033,6079300,6268970,6423820,6505909,6551536,6588985,6602322,6587539,6535809,6469180,6400285,6322514,6216841,6095541,5981824,5869369,5767341,5667019,5596570,5581170,5597544,5648572,5728915,5818824,5909374,5979733,6020385,6045702,6060827,6064922,6054202,6027127,5982788,5937420,5891434,5824802,5745214,5662155,5579929,5496062,5408699,5323646,5244924,5175691,5116124,5068051,5030423,5002831,4984784,4978040,4986448,4999242,5008752,5014338
Portugal,PRT,"Population ages 0-14, total",SP.POP.0014.TO,2594103,2599759,2615670,2623357,2625284,2620520,2607252,2594002,2579253,2547917,2494286,2453146,2432896,2409897,2421140,2494324,2548819,2558152,2557225,2545841,2527888,2502215,2473317,2443470,2410955,2370611,2318674,2258889,2194146,2124209,2045780,1964778,1898436,1853168,1816163,1780642,1750103,1725953,1707434,1695974,1686190,1680570,1682208,1682554,1678709,1672435,1662709,1649821,1636509,1623272,1605752,1588754,1571350,1545372,1513942,1481076,1454110,1432086,1410692,1391928,1373394,1362112,1356695,1363912
